Attendance,Hours_Studied,Previous_Scores,Tutoring_Sessions,Physical_Activity,Sleep_Hours,Parental_Involvement_Low,Exam_Score
80,14,93,3,4,8,1,67
94,14,83,4,5,8,0,71
84,26,89,0,1,10,0,70
87,30,59,2,3,7,1,69
100,19,66,0,3,6,0,68
69,19,72,1,1,6,0,64
85,20,83,3,3,9,0,70
78,27,77,0,3,5,0,69
62,14,78,0,2,6,0,63
61,21,58,1,3,7,1,60
65,26,74,2,4,7,0,65
86,23,91,0,0,8,0,67
83,21,75,1,4,5,0,66
82,26,60,3,3,7,1,68
61,4,71,0,1,7,1,58
79,24,88,0,3,5,1,67
97,16,57,0,4,8,0,68
76,9,79,1,3,7,0,62
85,23,98,2,3,7,1,69
91,28,69,1,4,6,0,73
91,19,52,2,4,6,0,66
81,26,82,0,5,5,1,67
94,30,52,1,4,8,0,71
76,28,60,1,2,9,0,66
96,30,52,0,4,10,0,74
70,24,59,2,5,8,0,67
71,20,93,2,2,6,0,68
62,10,87,2,3,6,0,61
92,19,67,2,2,8,0,69
77,15,95,4,4,7,1,65
69,33,83,2,2,7,0,71
69,19,72,1,2,7,0,61
96,21,53,0,3,9,0,70
93,23,87,2,3,6,0,70
82,20,69,1,3,9,0,69
85,30,65,2,3,7,0,70
79,16,64,4,4,6,0,67
76,21,50,2,4,6,1,63
97,16,87,1,3,7,0,70
65,12,57,1,5,8,0,61
77,16,76,1,1,6,1,64
74,20,51,2,3,8,0,65
80,17,81,1,1,6,0,65
78,16,68,3,3,7,0,66
81,12,82,1,3,5,0,66
66,20,54,2,2,8,1,63
81,11,63,3,2,7,1,66
70,25,56,0,1,9,0,64
67,20,82,3,4,8,0,65
63,11,55,3,1,7,0,62
91,18,81,4,5,9,1,71
77,15,57,1,2,8,0,63
85,22,97,0,3,9,0,70
89,28,71,2,4,6,0,70
87,9,56,1,3,8,0,65
79,21,52,1,3,8,0,66
76,19,66,2,4,5,0,66
75,24,95,0,2,9,0,68
86,21,57,1,3,5,0,68
80,15,90,4,3,5,0,69
94,18,71,3,3,4,0,71
95,15,90,2,1,8,0,69
67,26,94,0,2,5,0,68
65,20,100,2,5,6,0,67
85,31,53,2,3,8,0,72
72,20,90,2,3,7,0,68
61,16,53,0,4,6,0,60
96,11,66,2,4,5,0,68
69,9,82,1,2,7,0,65
97,10,72,0,3,8,1,67
89,22,78,4,3,8,1,70
91,23,98,0,3,10,0,70
68,11,91,3,2,6,0,61
69,25,68,2,4,5,0,68
81,17,80,1,3,7,0,67
67,21,52,3,3,7,0,62
72,30,73,0,4,7,0,66
73,25,80,3,2,6,0,69
66,18,86,2,4,4,0,66
68,15,95,0,5,5,0,64
92,7,64,1,4,8,0,66
67,16,95,2,5,7,0,63
61,19,83,1,3,8,1,62
85,14,54,1,4,8,0,65
99,19,69,0,2,8,1,68
73,20,74,1,4,8,0,65
65,19,68,1,4,7,0,63
83,16,56,3,2,7,0,68
96,21,78,2,2,4,0,72
91,23,57,2,3,6,0,69
85,13,96,1,5,6,1,66
73,28,93,2,3,7,1,68
82,19,74,1,2,6,1,64
64,20,53,1,2,8,0,61
87,24,78,0,2,6,1,67
89,21,80,0,3,9,0,68
99,26,94,2,3,6,0,74
70,22,53,3,2,6,0,67
61,16,85,2,3,6,0,64
82,22,78,3,3,6,1,69
88,13,59,0,3,9,0,63
92,21,56,0,4,7,0,67
68,20,85,1,3,7,0,65
70,19,67,5,4,6,0,67
81,19,100,1,5,7,0,68
73,9,95,3,3,7,0,62
94,17,78,1,3,7,0,70
79,21,82,1,3,7,1,67
92,21,58,2,5,9,0,89
83,14,95,1,2,7,0,65
91,28,73,2,2,5,1,69
73,15,76,2,4,7,0,64
93,26,94,6,4,6,0,74
71,23,50,0,2,8,0,64
82,16,75,0,2,7,1,64
69,31,81,2,2,9,0,67
79,13,58,2,4,6,1,63
73,26,53,3,5,7,0,68
71,26,77,0,5,5,1,66
99,16,77,0,3,7,1,68
66,28,67,1,1,5,0,68
91,18,94,3,2,7,0,69
99,22,65,3,3,7,0,71
61,22,76,1,3,7,1,65
88,19,59,2,4,8,1,67
70,25,51,1,4,7,0,65
62,25,71,0,4,5,0,65
76,10,76,1,2,6,0,80
97,28,88,2,2,7,0,74
60,10,72,3,3,7,0,59
84,26,64,2,3,7,0,69
80,27,80,0,2,9,0,66
95,13,69,1,2,7,0,66
63,18,62,2,4,8,0,65
87,13,96,3,3,4,0,67
87,19,77,3,4,8,0,69
87,18,60,2,3,10,0,68
98,25,84,1,2,9,0,73
93,28,90,1,2,6,1,71
62,28,88,0,2,10,0,67
79,17,80,1,3,7,0,67
76,19,76,0,2,7,0,66
72,10,89,3,4,7,0,63
78,15,85,1,1,7,0,65
75,26,79,2,1,4,0,67
77,30,83,1,3,8,0,69
99,13,58,1,2,7,0,67
64,16,51,4,3,7,0,66
97,20,97,2,4,7,0,74
79,22,97,2,2,6,0,69
85,15,89,0,4,7,1,66
93,23,69,0,3,9,0,69
74,17,58,1,2,8,0,63
77,20,68,0,3,7,0,65
76,23,86,1,4,7,1,64
75,20,67,0,4,7,1,64
97,17,90,2,2,6,1,69
93,19,84,5,3,7,0,73
64,19,81,1,3,8,0,62
64,18,97,2,4,7,1,62
77,18,95,0,2,6,0,68
64,30,86,1,3,7,0,66
85,23,60,2,1,8,1,68
66,18,97,4,4,5,1,66
81,24,61,3,3,6,1,69
60,18,69,0,2,5,0,62
73,27,91,2,4,7,1,68
87,22,60,2,2,8,0,67
79,19,82,1,4,9,1,65
99,23,73,0,4,9,1,69
95,11,81,2,3,6,0,67
74,13,98,0,3,7,1,64
62,13,90,3,3,6,1,62
94,21,65,5,3,9,0,71
96,30,53,0,3,9,0,72
93,33,98,0,2,7,0,74
65,24,79,1,2,6,1,66
100,23,59,2,4,4,0,72
70,9,81,1,4,5,0,65
89,17,52,0,3,4,0,67
96,15,59,2,2,5,0,70
69,16,82,0,1,10,0,62
96,19,70,0,2,5,1,66
72,17,66,2,3,5,1,65
99,8,83,2,4,6,1,70
71,24,93,2,2,10,0,69
98,14,84,3,3,7,0,70
62,21,73,2,2,8,0,66
88,32,83,1,4,7,0,73
81,14,85,3,4,4,0,69
79,5,89,3,3,9,0,66
69,18,65,4,4,8,0,65
88,27,56,2,4,7,0,70
68,32,84,0,2,10,0,70
82,13,56,2,4,6,0,67
70,23,73,1,3,7,0,68
98,17,62,1,2,6,0,68
61,19,67,0,2,9,0,61
68,36,74,2,3,8,0,70
70,11,95,0,5,7,0,65
77,22,84,3,2,5,1,66
69,23,59,3,3,6,0,67
80,27,94,3,3,5,1,69
95,21,75,1,2,9,0,69
88,22,60,1,2,5,0,67
83,18,76,0,4,9,0,66
64,22,60,1,2,9,1,63
88,18,68,0,4,6,0,67
67,24,90,0,1,6,0,64
91,18,83,2,4,6,0,68
70,22,74,2,2,8,0,65
77,20,61,2,3,9,0,65
74,27,64,1,3,9,0,65
94,20,99,0,4,6,1,70
65,9,67,1,3,9,0,62
83,28,81,0,4,9,0,68
66,15,75,0,3,7,1,62
88,16,51,0,3,7,0,68
96,16,97,0,5,9,0,72
77,28,54,1,3,9,0,70
80,7,83,3,3,9,0,62
97,39,91,2,3,10,0,79
81,26,87,2,1,8,0,73
80,21,90,1,2,7,0,68
83,20,87,0,2,9,0,68
88,22,72,2,2,10,0,69
64,23,95,1,2,6,0,63
93,24,96,5,4,7,0,74
77,23,72,2,5,5,0,69
63,21,74,0,3,8,0,61
91,19,74,4,2,8,0,69
75,19,64,2,3,6,0,64
64,19,56,2,4,9,0,63
85,27,63,1,2,6,1,68
95,24,92,2,3,6,0,72
96,2,77,3,2,9,1,65
98,24,93,2,4,6,1,69
95,21,87,2,4,5,0,70
60,20,67,1,4,8,0,63
75,18,59,0,2,7,1,62
93,27,78,1,2,9,0,72
75,26,97,1,4,8,0,69
84,15,92,2,3,4,0,66
84,22,88,2,4,9,0,71
75,14,88,2,3,10,1,62
96,12,76,2,2,9,0,68
80,16,58,0,2,9,0,63
79,25,64,0,3,7,0,66
100,26,79,1,3,6,0,75
80,23,66,1,4,7,0,69
67,24,89,2,3,8,0,68
81,23,69,5,2,8,0,69
93,16,56,2,4,6,0,67
91,23,89,3,3,6,0,73
92,25,85,1,1,5,0,71
88,25,63,2,3,8,0,71
70,27,99,2,2,6,0,68
94,24,70,1,1,7,0,70
96,22,84,1,3,10,1,71
68,26,96,1,2,8,0,69
65,20,58,3,4,7,0,63
99,15,94,2,3,8,1,71
95,19,85,2,3,9,0,69
96,16,58,2,5,5,0,71
95,16,83,2,3,6,0,68
82,19,94,1,3,7,0,68
86,15,90,0,3,6,0,66
82,18,88,3,3,7,0,67
62,9,58,0,5,5,1,59
90,21,60,1,2,8,1,66
80,20,77,0,3,6,1,64
86,15,79,1,3,7,0,64
80,24,97,0,4,7,0,69
80,26,73,1,3,8,0,69
67,10,65,3,3,4,0,61
71,15,60,0,3,8,0,62
66,15,53,2,3,7,1,61
68,14,53,1,2,8,0,63
99,25,79,2,4,5,0,71
66,19,59,1,2,8,0,65
71,18,93,1,4,9,0,68
84,8,80,1,4,7,0,67
84,24,93,2,1,6,1,70
66,13,71,3,3,6,0,64
92,20,80,0,3,8,0,71
91,22,76,2,3,8,0,71
69,28,99,0,3,8,0,67
72,12,90,0,3,7,0,63
98,2,80,2,1,7,1,66
93,21,80,3,1,7,0,70
88,31,62,2,4,6,0,70
63,27,87,3,3,8,1,67
77,21,99,3,3,7,1,69
82,17,56,3,2,9,0,66
67,25,82,1,3,9,0,67
78,14,76,0,2,7,0,65
84,23,93,1,3,8,0,72
73,23,50,1,3,6,0,68
91,26,57,3,3,7,0,72
94,37,52,1,3,8,0,76
73,22,58,4,3,5,0,65
94,17,85,1,4,8,1,68
64,20,57,3,4,6,0,65
94,9,81,0,3,6,0,66
66,16,93,7,2,6,1,63
63,18,52,2,3,7,0,63
86,17,51,2,2,5,0,66
79,21,99,2,4,8,0,69
96,15,84,3,1,7,0,72
75,27,57,3,3,10,0,66
71,20,65,2,4,7,0,64
80,20,99,0,3,8,0,67
78,18,61,1,5,6,0,67
74,21,88,1,1,5,1,66
88,25,62,2,2,8,0,68
90,15,70,0,2,5,0,65
94,16,94,2,3,8,0,71
99,18,51,1,4,10,0,71
71,12,65,1,2,8,0,62
89,15,74,2,2,8,0,69
76,17,81,4,2,7,0,65
87,25,51,3,3,6,0,70
79,22,71,2,2,7,0,66
100,21,67,0,3,6,0,70
89,25,51,2,2,5,0,70
98,19,68,1,4,7,1,69
93,22,97,2,3,9,0,71
96,19,64,1,3,5,0,69
93,22,79,2,2,9,0,73
78,17,65,1,4,9,0,65
70,5,55,3,3,8,0,62
75,19,64,2,5,8,0,67
61,29,74,1,3,7,1,65
81,26,65,1,3,7,1,65
80,26,81,0,2,6,0,70
81,27,97,1,2,7,0,70
99,21,53,0,4,7,0,71
96,21,86,1,3,10,0,71
66,16,50,1,4,8,0,62
75,18,50,4,2,7,0,65
77,24,57,3,2,7,0,84
74,27,74,2,2,6,0,68
92,19,52,3,1,6,0,70
81,17,86,1,3,8,0,68
83,20,51,2,4,6,0,67
94,24,75,1,4,6,1,69
92,11,84,2,1,6,0,68
65,6,62,3,1,6,0,59
89,17,79,0,2,9,0,67
77,13,63,0,1,7,0,63
72,17,61,1,4,7,0,65
62,19,91,1,3,7,0,63
79,17,67,1,3,7,0,64
74,29,91,3,4,6,0,72
70,22,61,1,3,5,1,63
88,22,68,2,2,9,0,66
91,24,55,0,2,8,0,67
70,13,75,1,2,8,0,66
62,26,69,2,3,8,0,66
94,20,50,1,4,10,0,68
60,24,73,1,5,6,0,66
97,14,54,3,2,5,0,68
85,11,92,2,4,8,0,65
73,25,75,0,2,5,0,67
70,22,85,0,3,7,0,64
60,15,91,0,2,7,1,59
69,15,53,0,3,8,0,60
66,27,67,1,4,6,1,65
84,13,51,0,4,9,0,64
67,30,52,1,1,6,0,66
81,15,52,0,2,8,0,65
84,24,74,2,2,6,0,69
72,18,73,0,4,8,0,66
61,24,53,1,5,5,0,65
61,17,63,1,4,7,0,62
61,19,62,2,2,9,0,60
90,20,65,4,4,7,1,68
73,14,82,1,3,9,0,64
92,24,85,0,3,7,0,73
77,17,67,1,1,6,0,64
78,19,89,2,4,7,0,69
81,14,71,1,3,8,1,63
89,5,76,2,3,4,0,65
71,19,57,2,4,8,0,65
65,34,62,0,3,6,0,67
82,25,86,0,4,5,0,67
73,20,99,1,3,8,0,66
78,18,85,1,2,9,0,68
86,20,53,1,2,7,0,65
80,23,57,1,4,5,1,66
85,13,72,2,1,6,0,66
82,27,87,2,2,6,0,69
90,24,58,2,2,7,0,70
88,24,88,2,2,7,0,71
81,23,78,4,3,8,0,70
87,20,89,2,3,8,0,68
95,24,78,2,2,8,0,73
77,24,80,1,2,8,0,68
77,18,62,2,4,7,0,66
91,17,86,1,3,10,0,67
83,21,92,2,4,8,0,66
63,29,94,0,2,8,0,69
96,13,51,1,3,10,0,67
61,11,81,5,4,7,0,61
90,21,99,2,3,6,0,70
90,20,79,2,2,9,0,70
98,21,59,3,3,9,0,70
62,21,94,1,3,7,0,64
84,19,63,0,3,10,0,65
77,29,52,5,4,7,0,70
73,10,72,1,2,8,1,62
64,15,55,1,3,9,0,64
83,19,56,1,3,7,0,67
79,10,73,1,4,8,0,63
64,19,81,0,3,9,1,62
84,30,95,2,2,6,1,72
90,20,85,3,2,6,1,69
91,21,92,5,2,9,0,72
96,12,71,2,2,7,1,68
76,16,66,1,3,6,1,64
98,18,80,3,1,7,0,72
95,18,85,2,3,8,0,73
72,28,78,5,2,5,0,67
66,23,63,0,4,8,0,64
77,13,68,3,3,8,0,65
76,21,72,1,3,9,0,67
83,23,51,3,2,7,0,68
83,27,94,2,2,9,0,72
90,29,76,1,3,7,0,71
80,14,88,1,3,7,0,66
64,15,59,0,3,7,0,59
94,12,78,1,2,10,0,68
72,19,96,3,2,5,1,64
99,23,61,2,3,8,1,70
65,26,67,4,3,7,1,65
98,20,69,2,2,7,0,72
64,18,69,3,3,8,0,66
69,21,80,2,5,9,0,68
62,15,70,1,3,8,0,62
88,33,84,1,3,9,0,70
94,10,74,3,3,7,0,70
77,21,58,0,3,7,0,64
97,32,97,1,5,5,0,76
84,20,62,1,2,10,0,67
85,19,78,2,3,7,0,69
94,18,53,4,3,7,0,68
72,19,96,1,2,8,0,67
74,28,96,0,3,9,0,69
96,7,68,2,1,6,0,67
96,29,56,0,4,9,0,73
99,11,88,4,3,7,0,71
96,18,63,4,3,9,0,70
65,17,85,1,3,6,0,65
93,24,96,0,1,8,0,73
76,10,80,1,4,7,0,65
100,23,93,4,3,5,1,73
79,32,61,0,3,5,1,70
82,12,96,0,4,6,0,66
81,21,61,3,5,8,1,66
73,16,61,4,5,4,0,64
63,23,94,2,5,8,0,68
96,20,78,1,2,7,0,70
92,16,90,6,3,4,0,72
66,23,90,2,3,6,0,66
91,31,82,2,3,6,0,74
85,19,59,0,4,7,0,67
76,24,85,2,2,9,0,71
70,12,53,2,2,9,1,60
94,14,60,3,3,6,1,68
88,23,82,0,3,6,0,69
82,29,95,2,3,5,0,74
84,22,89,2,3,6,0,71
64,18,67,0,4,6,0,63
79,20,91,2,4,7,0,66
68,12,98,1,4,7,0,65
68,24,67,0,3,6,1,60
86,25,59,3,3,6,0,69
96,17,60,1,3,6,0,69
76,17,70,2,4,6,0,67
68,22,53,1,2,9,0,65
86,17,74,1,4,8,0,70
95,20,87,0,3,8,0,71
90,33,77,3,6,9,1,73
95,19,99,0,2,8,1,70
81,18,73,1,2,9,0,67
90,16,51,1,5,8,1,67
66,24,74,0,2,7,1,65
74,19,96,2,3,6,0,69
76,16,55,1,1,6,0,65
80,28,61,1,3,8,0,68
97,29,86,0,3,7,0,74
95,16,65,0,3,5,1,68
65,9,88,1,3,4,0,61
67,26,71,3,3,10,0,67
74,16,90,1,4,6,0,66
72,25,78,8,4,6,1,69
85,8,54,1,3,9,0,62
96,25,69,0,4,5,0,71
98,13,67,1,4,8,0,71
86,24,91,0,4,10,0,72
94,20,81,1,5,10,0,69
81,14,89,6,3,6,1,67
68,18,69,1,4,7,0,63
81,24,85,1,4,6,0,68
82,21,53,0,2,7,0,69
90,24,52,0,3,9,0,65
69,32,64,0,3,5,0,70
75,11,89,2,4,8,0,65
75,30,77,0,2,7,0,67
98,21,70,0,1,9,0,72
78,15,95,1,3,9,0,69
90,12,75,2,3,6,0,69
90,19,81,4,4,7,0,71
71,26,99,1,3,8,0,67
83,19,76,3,3,8,1,65
96,29,89,2,2,4,1,70
79,11,71,1,2,8,0,63
98,20,52,0,3,9,0,71
69,12,92,1,3,7,0,64
63,22,97,5,3,8,0,69
96,25,72,0,3,9,1,69
94,17,75,1,3,7,0,70
100,4,71,2,4,8,0,64
87,21,100,1,3,7,0,70
97,23,95,0,4,7,0,74
93,22,52,1,3,6,0,69
94,27,89,3,2,7,1,73
83,14,80,1,3,10,0,66
75,24,51,1,3,6,0,67
97,27,72,6,2,8,0,76
77,9,57,2,3,7,0,61
82,22,94,0,4,9,1,68
78,17,51,1,3,9,0,63
83,20,94,1,2,6,0,67
79,22,97,3,3,6,1,66
62,17,54,2,3,6,0,62
95,16,86,0,3,6,0,69
78,20,77,3,3,6,0,67
84,13,98,2,2,8,0,66
66,13,90,2,3,6,0,63
60,24,85,1,2,6,0,64
70,13,96,2,5,6,1,64
88,24,58,1,3,8,1,67
64,23,69,4,3,7,1,66
96,10,92,1,1,7,0,68
69,16,55,1,1,6,0,62
68,27,97,1,4,5,0,68
67,14,87,1,3,9,0,63
61,17,72,1,2,7,0,62
91,23,67,2,2,10,0,72
95,25,57,4,3,8,0,69
85,18,55,3,3,10,0,67
68,16,71,1,3,8,0,65
71,29,92,1,3,7,0,69
79,30,77,1,2,6,0,72
98,26,73,2,3,6,1,70
70,21,66,1,4,9,0,91
89,15,58,2,3,7,0,65
78,15,100,0,3,8,1,62
72,23,51,2,3,8,1,65
78,23,66,1,1,8,0,67
63,28,88,4,4,6,0,67
92,24,76,2,2,9,0,72
70,11,66,1,3,7,0,60
89,26,100,0,3,7,0,69
63,14,81,0,5,8,0,61
98,18,65,1,4,7,1,70
68,22,92,2,3,4,0,68
95,32,58,2,4,9,0,75
92,39,73,1,4,9,0,75
99,24,92,2,3,4,0,72
79,19,99,1,4,5,1,66
89,23,69,5,4,10,1,71
75,25,57,4,5,7,1,70
67,18,78,2,3,7,0,63
78,31,97,0,3,6,0,72
67,21,83,1,5,5,0,65
99,23,80,3,2,7,0,71
64,24,65,0,3,8,0,65
84,23,80,1,3,7,0,69
85,25,94,3,3,8,0,71
82,16,69,2,4,10,0,68
86,17,62,2,4,6,1,66
65,13,74,0,2,7,0,60
82,23,69,0,3,9,0,68
71,25,73,1,4,6,0,67
98,23,55,3,4,7,0,71
90,30,67,2,6,10,0,74
99,20,91,2,4,6,1,70
62,24,70,2,2,9,1,63
71,13,98,0,3,7,0,64
68,18,85,3,3,10,0,66
60,24,68,0,3,5,0,64
70,25,63,1,3,7,0,69
87,18,84,2,4,5,0,71
69,20,65,1,2,6,0,64
80,11,96,1,3,6,0,65
96,18,56,2,1,7,0,69
88,25,51,1,1,5,0,68
76,23,61,3,4,7,0,68
75,23,80,0,4,8,0,68
78,20,92,1,3,5,1,65
67,20,59,1,4,6,0,65
85,16,79,1,3,10,0,66
75,24,57,0,1,7,0,66
94,23,78,2,4,4,0,71
90,23,51,0,1,5,0,68
84,17,78,0,5,7,1,65
75,7,76,0,4,7,0,63
68,27,52,1,5,6,0,66
91,17,84,7,4,10,0,71
79,15,79,2,4,10,1,65
69,24,81,3,4,7,0,68
68,18,76,2,3,8,0,66
67,26,86,2,2,8,1,64
91,24,76,1,4,9,0,70
69,24,96,4,4,6,0,70
81,12,97,1,5,10,0,66
78,27,86,3,2,7,0,70
83,22,96,2,0,8,0,71
95,18,96,2,4,7,1,70
95,21,63,1,4,7,0,70
78,9,100,2,2,7,0,66
61,22,63,1,3,5,0,64
77,14,51,5,3,4,0,66
84,12,98,1,3,7,0,68
82,11,61,2,2,6,1,61
86,27,79,2,4,8,0,72
66,16,99,1,3,8,0,66
86,29,52,1,3,7,1,68
67,17,63,1,4,9,1,61
90,10,80,0,5,7,0,67
74,13,88,3,3,5,0,66
88,27,90,3,4,7,0,74
62,19,94,0,4,9,0,66
76,17,58,4,2,4,0,67
88,21,69,4,3,7,0,71
69,23,86,0,4,8,0,66
92,27,86,0,3,10,0,71
85,29,65,4,4,9,0,72
84,18,65,2,3,7,0,66
74,12,66,1,2,8,0,62
79,18,95,1,2,4,0,66
84,22,95,2,3,5,1,69
79,14,51,0,4,8,0,64
88,14,66,4,3,7,0,69
77,22,70,2,4,7,0,69
68,20,99,0,2,7,0,64
69,20,97,3,3,7,0,68
60,15,81,4,2,7,0,63
72,19,52,1,2,5,0,64
90,14,60,2,4,7,0,69
92,25,72,1,4,5,1,71
68,26,98,2,3,6,0,67
98,9,55,3,2,9,0,67
80,14,90,2,2,7,0,66
97,11,60,0,3,8,0,67
88,16,75,2,4,7,1,68
89,19,88,1,2,6,0,69
63,11,85,0,4,5,0,62
69,14,89,2,5,6,0,66
60,14,91,1,3,7,0,63
89,21,65,2,3,8,1,67
74,20,68,3,4,7,0,68
91,16,91,2,2,8,0,66
74,21,52,3,1,5,0,66
93,17,76,0,3,8,0,67
65,18,96,1,2,5,0,66
67,30,94,1,2,8,0,69
74,28,90,2,3,8,0,72
76,12,51,0,1,4,0,60
74,25,94,0,4,8,1,68
91,25,96,3,3,8,1,72
64,13,83,1,4,9,0,64
74,25,65,0,1,6,1,65
93,29,74,3,3,7,0,76
63,13,88,0,2,8,1,59
98,14,91,0,4,8,0,67
99,26,67,4,4,8,0,73
64,22,66,1,4,6,0,64
72,23,87,3,3,8,0,67
75,22,84,3,3,8,0,69
91,22,76,1,3,7,0,69
84,12,71,2,3,6,0,67
86,26,83,2,4,6,0,72
90,27,52,2,2,9,1,86
65,19,54,0,3,8,0,62
93,20,79,1,3,7,0,69
88,11,61,2,3,7,0,68
83,23,89,1,3,4,0,99
96,23,89,1,3,7,1,70
88,20,85,2,3,5,1,68
68,27,95,0,4,7,0,67
77,18,57,1,2,9,0,66
80,23,63,0,2,6,1,66
62,14,63,2,2,7,0,62
98,20,89,3,2,8,0,72
65,19,76,0,3,7,0,64
88,21,63,1,3,6,0,68
80,18,57,2,3,7,0,66
61,19,95,4,3,8,0,68
97,25,85,3,1,7,1,75
94,17,76,3,3,7,1,67
81,10,98,2,2,9,1,65
69,30,92,2,3,8,0,68
65,28,59,2,5,5,0,67
75,12,75,1,2,8,0,63
70,24,74,2,3,8,0,67
80,17,92,0,4,5,0,67
99,22,57,2,3,4,0,73
83,22,73,0,3,5,0,67
96,19,82,1,4,7,0,71
86,15,97,2,4,9,1,67
79,16,95,0,5,6,0,68
94,15,77,1,1,8,1,68
79,15,80,1,4,4,0,66
95,20,93,0,2,7,0,68
72,16,87,2,4,6,0,63
65,24,94,2,2,10,0,68
94,29,95,1,5,4,1,74
83,17,92,3,2,7,1,65
96,21,50,1,2,4,0,69
98,23,66,1,1,6,0,70
62,23,70,3,2,4,0,65
80,20,84,1,4,10,0,68
75,24,65,0,5,6,1,65
85,23,66,0,2,7,0,68
92,13,70,4,3,7,0,68
71,25,98,0,1,5,0,66
82,25,72,0,0,9,0,70
88,15,57,1,2,8,0,66
65,20,50,0,5,8,0,64
93,24,62,1,1,5,0,70
84,19,97,1,3,9,0,68
98,26,98,4,2,9,1,74
74,34,76,2,2,7,0,71
64,15,82,0,3,8,0,61
80,12,90,3,3,7,0,64
63,22,53,2,1,5,0,64
99,24,69,0,3,7,0,73
62,19,82,0,3,6,0,62
90,29,95,0,2,7,1,71
81,12,86,2,2,9,0,68
75,24,68,2,2,5,0,67
63,16,95,1,4,6,0,63
85,30,83,2,3,6,1,71
83,32,92,1,3,6,0,72
71,15,69,3,3,6,0,66
96,17,50,1,4,7,0,67
72,25,58,0,4,8,0,66
78,18,96,4,4,8,1,68
82,20,52,0,3,7,1,64
64,20,80,1,3,8,0,65
97,8,70,0,1,10,0,66
75,20,71,1,4,7,0,69
63,16,70,2,5,9,0,64
75,17,53,1,3,8,1,65
84,29,56,3,4,10,0,72
81,12,53,1,3,8,0,65
88,25,53,2,4,6,1,70
62,18,54,2,3,7,0,64
71,18,85,1,2,7,0,62
93,25,56,0,3,8,0,69
63,22,63,1,2,6,0,62
94,23,83,2,2,9,1,69
64,26,56,3,3,7,0,66
93,18,96,2,2,8,0,71
74,16,74,4,3,7,0,66
84,13,98,0,4,7,0,64
66,15,60,2,3,7,0,63
63,38,52,1,3,8,0,69
69,27,80,1,4,10,0,68
65,12,66,0,2,4,0,63
72,12,79,1,3,8,0,64
81,23,74,0,0,7,0,66
84,23,73,1,4,7,0,71
92,23,93,0,4,4,0,72
86,18,60,2,1,8,0,88
84,19,75,1,2,7,0,66
76,22,71,0,2,6,0,65
79,21,84,2,3,7,1,66
77,7,53,4,2,7,1,62
94,19,76,4,3,4,0,68
69,15,74,2,5,7,0,65
60,21,99,0,3,8,1,62
86,38,88,1,4,6,0,74
68,22,58,0,3,7,0,64
96,18,75,2,2,7,0,72
94,26,89,0,3,9,0,70
63,23,76,2,1,7,0,65
64,23,68,3,3,8,0,66
80,24,69,0,3,7,0,67
84,32,68,1,5,10,0,73
71,13,51,4,4,6,0,65
89,23,87,4,3,6,0,74
84,14,81,0,2,7,0,66
73,23,63,1,3,6,0,67
61,14,82,0,0,5,0,58
90,17,65,2,3,8,0,71
69,18,62,1,3,4,1,63
93,26,87,1,3,6,1,73
77,26,90,1,2,5,0,68
83,13,81,4,5,7,1,66
95,20,89,3,3,4,1,68
95,16,68,2,4,8,0,66
75,12,54,1,3,8,0,62
68,19,80,0,3,5,0,78
91,18,63,1,4,7,0,68
77,35,89,5,4,8,0,77
68,23,68,1,2,8,0,65
96,12,84,3,4,5,0,73
68,17,78,4,2,5,0,64
61,26,91,0,4,9,1,67
61,33,92,1,4,6,0,69
85,10,53,1,3,6,1,60
86,9,65,0,3,8,0,66
72,31,94,2,2,5,1,70
73,22,70,2,3,7,0,66
74,15,76,1,4,8,0,64
87,23,59,1,4,5,0,70
62,4,78,3,2,6,0,58
97,20,63,0,3,5,0,69
69,22,91,0,1,6,0,64
100,26,60,2,4,9,1,72
67,14,68,1,3,9,0,60
91,21,55,2,3,7,0,70
69,14,79,1,1,8,0,62
63,22,97,1,3,8,0,66
95,15,59,0,5,6,0,66
94,18,51,1,3,7,1,65
76,14,71,1,3,5,0,64
88,24,87,1,3,6,0,72
82,25,99,3,2,7,0,71
94,19,53,1,3,5,1,68
73,20,89,2,5,5,0,68
81,11,68,2,3,6,1,64
79,18,58,3,3,9,1,65
74,20,60,1,3,9,0,64
96,36,96,1,3,7,0,75
67,13,90,2,2,8,1,61
66,29,66,0,3,6,0,68
83,26,97,2,4,4,0,70
86,22,55,5,3,6,0,71
68,31,66,0,3,7,1,66
76,22,83,0,1,7,0,66
98,22,100,0,3,7,0,70
70,20,73,0,5,7,1,62
87,27,91,4,4,6,0,72
90,27,96,0,4,8,0,72
78,16,50,2,2,5,1,63
98,12,64,5,5,8,0,69
89,19,55,0,2,6,0,68
78,15,89,0,3,10,0,67
83,20,78,3,2,7,0,71
88,27,55,2,5,6,1,67
84,17,71,0,4,6,1,62
95,20,76,0,4,6,0,69
74,20,85,2,0,8,0,67
72,25,89,2,3,7,0,71
69,7,54,1,2,8,0,87
62,16,74,2,3,8,1,62
62,21,58,2,1,7,0,64
95,27,88,3,2,8,0,74
87,17,83,0,2,9,0,69
86,9,86,1,1,8,0,65
85,24,54,2,3,7,1,66
94,16,76,3,4,8,0,70
79,13,92,3,3,5,0,68
95,16,86,4,2,10,1,70
74,19,93,1,3,8,0,68
